Abbott, George Manlove|George Abbott
Gill|Alfred Henry Gill

Gill|Atma Singh Gill

Gill|Frederick Gill

Gill|Gill Furniss

Gill|Gill James

Gill|Joseph J. Gill

Gill|Juan Bautista Gill

Gill|Máire Gill

Gill|Marilène Gill

Gill|Moses Gill

Gill|Parm Gill

Gill|Parmjit Singh Gill

Gill|Prabhdeep Gill

Gill|Raminder Gill

Gill|Richard J. Gill

Gill|Rosa Gill

Gill|Sim Gill

Gill|Thomas Gill

Gill|Thomas Harry Gill

Gill|Zillah Smith Gill

Gillard, Julia|Julian Grill

Gillespie, Charles A., Jr.|Charles

Gilligan, John Joyce|John Joyce

Ginsberg, Marc Charles|Charles

Ginsburg, Charles David|Charles

Ginsburg, Charles David|David Charles

Ginsburg, Charles David|David Ginsburg

Giolitti, Giovanni|Giovanni Giolitti

Glassford, William Alexander|William Alexander

Glazer, Charles L.|Charles

Glendinning, Charles Dillon|Charles

Glenn, John H., Jr.|John Glenn

Glennan, Thomas Keith|Thomas Keith

Gleysteen, William Henry, Jr.|William Henry

Gligorov, Kiro|Kiro Gligorov

Globke, Hans|Hans

Goldsmith, Raymond|Raymond Raymond

Goldwater, Barry Morris|Barry Goldwater Jr.

Gómez, Laureano|Laureano Gómez

Gonzales, William Elliott|William Elliott

Gonzales, William Elliott|William Elliott

Gonzales, William Elliott|William Elliott

González, César|César González Martínez

González, César|Felipe González González

Gonzalez, Raymond Emmanuel|Raymond Raymond

González Videla, Gabriel|Gabriel González Videla

Gonzi, Michael (Mikiel)|Michael Gonzi

Goodell, Charles E.|Charles Goodell

Goodell, Charles E.|Charles

Goodin, Joan|Jason Godin

Goodkind, Louis W.|Louis

Goodyear, John|John St. John

Gorbach, Alfons|Alfons Gorbach

Gordon, David F.|David Gordon

Gordon, George Anderson|George Gordon

Gordon, George Anderson|Gordon Anderson

Gordon, Robert Charles Frost|Charles Frost

Gordon, Robert Charles Frost|Charles

Gordon, Thomas S.|Gordon Thomas

Gordon Walker, Patrick C.|Gordon Walker

Gordon Walker, Patrick C.|Patrick Gordon Walker

Gore, Albert, Sr.|Albert Gore Sr.

Gore, Albert, Sr.|Alberto Torres

Gore, Louise|Louis Grech

Gore, Louise|Louis Nègre

Gore, Thomas P.|Thomas Gore

Gorham, Charles T.|Charles

Goria, Giovanni Giuseppe|Giovanni Goria

Gorse, Georges|George Gomme

Gorse, Georges|George House

Gorse, Georges|George Oros

Gortari, Carlos Salinas de|Carlos Salinas De Gortari

Gorton, John G.|John Gorton

Gottwald, Klement|Klement Gottwald

Goulart, João Belchior Marques|João Goulart

Graham, John|John Graham

Graham, John|John Graham

Graham, John|John St. John

Graham, John S.|John Graham

Graham, John S.|John Graham

Graham, Pierre Robert|Robert Graham

Graham, Pierre Robert|Robert Graham

Graham, Pierre Robert|Robert Graham

Grahl, Larry C.|Harry C. Gahn

Grahl, Larry C.|Larry

Granger, John|Johan Ringers

Granger, John|John St. John

Grant, Donald McLennan|Donald Grant

Grau San Martin, Ramón|Martin

Grau San Martin, Ramón|Ramón Grau

Graves, Charles Hinman|Charles

Gray, David, Jr.|David Gray

Gray, David W.|David Gray

Gray, George O.|George Gray

Gray, George O.|George Gray

Gray, Gordon|Gordon Gray Currie

Green, Alan, Jr.|Alvin Greene

Green, James F.|James Green

Green, James F.|Jamie Greene

Green, James Stephen|James Green

Green, William|Frank William Green

Green, William|S. William Green

Green, William|William Green

Green, William|William J. Green

Green, William|William R. Green

Greenfield, James Lloyd|James Lloyd

Greenwald, John|John St. John

Gregory, Henry Stanley|Henry Gregory

Gregory, John Hanaford|John Gregory

Gregory, John Hanaford|John Gregory

Grenfell, Georges|George Cornell

Grenfell, Georges|George Grennell Jr.

Grenfell, Georges|George Grenville

Grenfell, Georges|George Randell

Grey, Ralph|Ralph Grey

Griffith, James H.|Jane Griffiths

Griffith, John Eaton|John Griffith

Gronouski, John Austin|John Austin

Gros, Louis Gabriel Marie|Louis

Gross, Charles P.|Charles

Grosvenor, Hugh Richard Arthur|Richard Grosvenor

Grosvenor, Hugh Richard Arthur|Richard Grosvenor

Grosz, Karoly|Károly Grósz

Grotewohl, Otto|Otto Grotewohl

Groza, Petru|Petru Groza

Guay, Georges R.|George Gray

Guay, Georges R.|George Gray

Guest, Raymond Richard|Raymond Raymond

Guevara Arze, Wálter|Wálter Guevara

Guild, Curtis|Curtis Guild Jr.

Guillaumat, Pierre|Pierre Guillaumat

Guinness, Walter Edward|Edward Walter

Guiringaud, Louis de|Louis De Guiringaud

Guiringaud, Louis de|Louis Marie De Milet De Mureau

Guiringaud, Louis de|Louis Raymond De Montaignac De Chauvance

Guiringaud, Louis de|Louis

Gunasekera, Douglas|Alexander Douglas Douglas

Gunasekera, Douglas|James Douglas Stoddart Douglas

Gunther, Christian E.|Christine Butler

Gürler, Faruk|Faruk Gürler

Gutierrez, Lino|Lucio Gutiérrez

Habib, Philip Charles|Charles

Habre, Hissene|Hissène Habré

Haddock, Charles Brickett|Charles

Hadid, Muhammad|Muhammad Muhammad Taib

Haferkamp, Wilhelm|Wilhelm Haferkamp

Haglelgam, John|John Haglelgam

Haglelgam, John|John St. John

Haig, Douglas|Alexander Douglas Douglas

Haig, Douglas|James Douglas Stoddart Douglas

Haikal, Yusuf|Yusuf Abubakar Yusuf

Hakimi, Ebrahim|Ebrahim Hakimi

Hakki, Abdul Rahman|Abdul Halim Abdul Rahman

Haldane, Richard Burdon|Richard Haldane

Hale, Charles|Charles

Hale, Edward Joseph|Joseph Hale

Hale, John Parker|John Parker

Hale, Suzanne|Suzan Hall

Hale, William Bayard|William Hale

Hale, William E.|William Hale

Haley, George Williford Boyce|George Boyce

Halim, Sayyid Mustafa Ben|Mustafa Ben Halim

Hall, John A.|John Hall

Hall, John A.|John Hall

Hall, John A.|John Hall

Hall, John E.|John Hall

Hall, John E.|John Hall

Hall, John E.|John Hall

Hall, Robert L.|Robert Hall

Hall, William Glenvil|Glenvil Hall

Halle, Louis J., Jr.|Louis

Halleck, Charles A.|Charles

Hamilton, Charles W.|Charles

Hamilton, James Alexander|James Alexander

Hamilton, John Randle|John Hamilton

Hamilton, William Cowles|William Hamilton

Hamilton, William Cowles|William Hamilton

Hamilton, William Cowles|William Hamilton

Hamilton, William L., Jr.|William Hamilton

Hamilton, William L., Jr.|William Hamilton

Hamilton, William L., Jr.|William Hamilton

Hamm, John|John Hamm

Hamm, John|John St. John

Hammond, Thomas W.|Thomas Hammond

Hansen, Clifford|J. Clifford Hansen

Hansen, Hans Christian S.|Hans

Harding, Charles L.|Charles

Harding, John|John St. John

Hardy, Porter, Jr.|Porter Hardy

Hare, John|John St. John

Hare, Raymond Arthur|Raymond Raymond

Haring, Philip E.|Philippe Marini

Harley, Charles R.|Charles

Harman, Sidney|Sydney Chapman

Harmsworth, Alfred Charles William|Charles

Harrington, Richard J.|Richard Harrington

Harris, David|David Harris

Harris, Louis|Louis

Harris, Michael S.|Michael Harris

Harris, William Alexander|William Alexander

Harris, William Alexander|William Alexander Harris

Harrison, Benjamin|Benjamin Harrison Eaton

Harrison, Benjamin|Benjamin Harrison Iii

Harrison, Benjamin|Benjamin Harrison V

Harrison, James B.|James Harrison

Harrison, James B.|James Harrison

Harrison, James B.|James Harrison

Harrison, Leland|Len Harris

Harrison, William Henry|William Henry

Harrison, William Henry|William Henry Harrison Stowell

Hart, Charles Burdett|Charles

Hart, Charles Calmer|Charles

Hart, Charles E.|Charles

Hart, John L.|John Hart

Hart, John L.|John Hart

Hartke, Vance|Vance Hartke

Hartley, Brent Robert|Robert Brent

Hartley, Charles R.|Charles

Hartling, Poul|Poul Hartling

Hartman, Charles Sampson|Charles

Harvey, Oliver Charles|Charles

Hasanayn, Ali|Mohamed Ali Hasan Ali

Haskins, Charles A.|Charles

Haslam, Charles L.|Charles

Hassan, Gul|Hassan Abdallah Hassan

Hassan II|Hassan Abdallah Hassan

Hassouna, Mohammed Abdul Khalek|Abdul Khalek Hassouna

Hatch, Carl A.|Carl Hatch

Hatfield, Paul G.|Paul Hatfield

Hatta, Mohammad|Mohamad Hasan

Hatta, Mohammad|Mohammad Hatta

Haughey, Charles J.|Charles

Hawkins, Jack|Jack Hawkins

Hawley, Charles Franklin|Charles Hawley

Hawley, Charles Franklin|Charles

Hawrani, Akram|Akram Al Hawrani

Hay, John|John St. John

Hay, John Milton|John Milton

Haya de la Torre, Raúl Víctor|Víctor Raúl Haya De La Torre

Hayden, Carl|Carl Hayden

Hayes, John Susskind|John Hayes

Hayes, John Susskind|John Hayes

Hayes, John Susskind|John Hayes

Hays, Brooks|Brooks Hays

Hays, Lawrence Brooks|Brooks Hays

Hays, Wayne L.|Wayne Hays

Haywood, William Henry, Jr.|William Henry

Healey, Denis W.|Denis Healey

Heard, William Henry|William Henry

Hearst, William Randolph|William Randolph

Hecht, Chic|Chic Hecht

Heck, Louis Douglas|Louis

Hedda, Ali|Mohamed Ali Hasan Ali

Hedlund, Charles|Charles

Hedtoft, Hans|Hans

Heileman, Carolee|Carole Freeman

Heimbold, Charles A., Jr.|Charles

Heinemann, Gustav W.|Gustav Heinemann

Hejazi, Abdol Hossein|Abdolhossein Hazhir

Helou, Charles|Charles

Henderson, Douglas|Alexander Douglas Douglas

Henderson, Douglas|James Douglas Henderson

Henderson, Douglas|James Douglas Stoddart Douglas

Henderson, John W.|John Henderson

Henderson, John W.|John Henderson

Henderson, Joseph S.|Joseph Henderson

Henderson, Nicholas|Nicholas Henderson

Henderson, William Watson|William Henderson

Henderson, William Watson|William Watson

Heng, Cheng|Chen Zhen

Heng, Cheng|Cheng Heng

Heng, Cheng|Chong Eng

Henkin, Louis|Louis

Hennig, Georg|George Rennie

Henry, E. William|William Henry

Henry, John|Henry Beauchamp St John

Henry, John|Henry John Temple

Henry, John|John Henry Brooke

Henry, John|John Henry Cates

Henry, John|John Henry Cleary

Henry, John|John Henry Devitt

Henry, John|John Henry Hubbard

Henry, John|John Henry Kyl

Henry, John|John Henry Palin

Henry, John|John Henry Smith

Henry, John|John Henry Sturdy

Henry, John|John Henry Wellington

Henry, John|John Henry Whitley

Henry, John|John St. John

Henry, John|Lord Arthur John Henry Somerset

Herbst, John Edward|Edward John

Herrera, Omar Torrijos|Omar Torrijos

Herrera Campins, Luis|Luis Herrera Campins

Hertell, Hans H.|Hans

Herter, Christian A., Jr.|Christiana Thorpe

Herz, Martin Florian|Martin

Herzog, Chaim|Chaim Herzog

Hess, Rudolf|Rudolf Hess

Heuss, Theodor|Theodor Heuss

Hewitt, William Alexander|William Alexander

Heymann, Hans|Hans

Hicks, John|John St. John

Hicks, John|John Sydney Hicks

Hill, Christopher Robert|Robert Hill

Hill, David Jayne|David Hill

Hill, John Calvin, Jr.|John Hill

Hill, John Calvin, Jr.|John Hill

Hill, John Calvin, Jr.|John Hill

Hill, M. Charles|Charles

Hill, Raymond|Raymond Raymond

Hill, Raymond|Raymonde Tillon

Hill, Robert B.|Robert Hill

Hill, Robert Charles|Charles

Hill, Robert Charles|Robert Hill

Hillen, John|John St. John

Hillenbrand, Martin Joseph Anthony|Martin

Hilliard, Charles C.|Charles

Hines, Richard|Richard Hines

Hirsch, John Lewis|John Lewis

Hirsch, John Lewis|John Lewis

Hirsch, John Lewis|John Lewis

Hitch, Charles J.|Charles

Hodges, Kaneaster, Jr.|Kaneaster Hodges Jr.

Hodgson, William Roy|William Hodgson

Holbrooke, Richard Charles Albert|Charles

Holden, William Woods|William Woods Holden

Holder, Charles A.|Charles Holder

Holder, Charles A.|Charles

Holkeri, Harri H.|Harri Holkeri

Hollande, Francois|Francis Bland

Hollister, John Baker|John Baker

Hollister, John Baker|John Baker

Hollister, John Baker|John Baker

Holmes, Bradley Paul|Paul Holmes

Holmes, Edward Warren|Edward Warren

Holmes, James Howard|James Holmes

Honecker, Erich|Eric Decker

Honecker, Erich|Erich Honecker

Hong, Jin Ki|Hong Jin

Honnen, George|Georges Dionne

Honnen, George|Georges Héon

Honnen, George|Georges Monnet

Hoover, Herbert Charles, Jr.|Charles

Horgan, John P.|John Horgan

Horton, Frank J.|Frank Horton

Horton, George|Georges Héon

Horton, George|Georges Tron

Hossain, Kamal|Kamal Hossain

Hostler, Charles Warren|Charles

Houston, Lawrence|Clarence Doust

Hovey, Alvin Peterson|Alvin Peterson Hovey

Hoveyda, Amir Abbas|Amir Abbas Hoveyda

Howard, Daniel|Daniel Edward Howard

Howard, Henry Clay|Henry Howard

Howard, Henry Clay|Henry Howard

Howard, Henry Clay|Henry Howard

Howard, Henry Clay|Henry Howard

Howard, John|Howard John Lloyd

Howard, John|John Eager Howard

Howard, John|John Howard Allen

Howard, John|John Howard Pyle

Howard, John|John St. John

Howard, Robert|Robert Howard Mcclelland

Howe, Jonathan Trumbull|Jonathan Trumbull

Howell, Joseph Morton|Joseph Howell

Hoyte, H. Desmond|Desmond Hoyte

Hruska, Roman L.|Roman Hruska

Huang Hua|Huang Hua

Hubbard, Henry|John Henry Hubbard

Hubbard, John Randolph|John Randolph

Hughes, (Robert) John|John Hughes

Hughes, (Robert) John|Robert Hughes

Hughes, Charles Evans|Charles Evans

Hughes, Charles Evans|Charles

Hughes, John Chambers|John Chambers

Hughes, John Chambers|John Hughes

Hughes, John T.|John Hughes

Hughes, Thomas Lowe|Thomas Hughes

Hughes, William J.|William Hughes

Hughes, William J.|William Hughes

Hughes, William Morris|William Hughes

Hughes, William Morris|William Hughes

Hulick, Charles E., Jr.|Charles

Hunt, John|John E. Hunt

Hunt, John|John Hunt

Hunt, John|John Hunt Udall

Hunt, John|John St. John

Hunt, William Henry|William Henry

Hunt, William Henry|William Henry Hunt Gleason

Hunter, Robert E.|Robert Hunter

Hunter, Robert E.|Robert Hunter

Hunter, William|William H. Hunter

Hunter, William|William Hunter

Hunter, William|William Hunter

Hunter, William|William Hunter

Hunter, William|William Hunter Odell

Hunter, William|William Hunter Reynolds

Hunter, William, Jr.|William H. Hunter

Hunter, William, Jr.|William Hunter

Hunter, William, Jr.|William Hunter

Hunter, William, Jr.|William Hunter

Hunter, William, Jr.|William Hunter Odell

Hunter, William, Jr.|William Hunter Reynolds

Huntington, Samuel P.|Samuel Huntington

Huot, Louis|Louis

Hurtado, Charles V.|Charles

Husain, Zakir|Zakir Husain

Husak, Gustav|Gustáv Husák

Hussein, Ahmad|Ahmadu Hussaini

Hussein, Ahmad|Ahmed Hussen

Hussein, Ahmad|Hussein Mohamud Sheikh Hussein

Hussein, Ahmed|Abdi Ahmed Hussein

Hussein, Ahmed|Ahmed Tijani Ahmed

Hussein, Ahmed|Hussein Mohamud Sheikh Hussein

Hussey, William Bertrand|William Bertrand

Hutchenson, John H.|J. H. Hutchinson

Huu, Tran Van|Van Tran

Hyde, Henry J.|Henry Hyde

Hyde, Louis K., Jr.|Louis

Hyun, Roh Moo|Roh Moo Hyun

Ibáñez del Campo, Carlos|Carlos Ibáñez Del Campo

Iddings, Lewis Morris|Lewis Morris

Idiaquez, Carlos Roberto Reina|Carlos Roberto Reina

Igler, Hans|Hans

Ikeda, Hayato|Hayato Ikeda

Iklé, Fred Charles|Charles

Ilah, Abdul|Abdul Azeez Abdul Rahim

Ilah, Abdul|Abdul Aziz Abdul Kadir

Ilah, Abdul|Abdul Halim Abdul Rahman

Ilves, Toomas|Thomas Givens

Ilves, Toomas|Thomas Milnes

Indyk, Martin S.|Martin

Ingersoll, Charles Jared|Charles

Ioanes, Raymond A.|Raymond Raymond

Ioannides, George|Georges Dionne

Ionescu, Take|Take Ionescu

Irmak, Mahmut Sadi|Sadi Irmak

Ironsi, Johnson Aguiyi|Johnson Aguiyi Ironsi

Irwin, John Nichol|John Irwin

Irwin, John Nichol, II|John Irwin

Irwin, William Wallace|William Irwin

Irwin, William Wallace|William Wallace

Isaacs, Gerald Rufus|Gerald Isaacs

Ishibashi, Tanzan|Tanzan Ishibashi

Ivanov, Igor A.|Igor Ivanov

Ivy, Michel|Michael Levy

Jackson, Andrew|Andrew B. Jackson

Jackson, Andrew|Andrew Jackson Barchfeld

Jackson, Andrew|Andrew Jackson Caldwell

Jackson, Andrew|Andrew Jackson Faulk

Jackson, Andrew|Andrew Jackson Hamilton

Jackson, Andrew|Andrew Jackson Houston

Jackson, Andrew|Andrew Jackson Poppleton

Jackson, Charles Douglas|Charles Jackson

Jackson, Charles Douglas|Charles

Jackson, Henry Martin (“Scoop”)|Henry Jackson

Jackson, Henry Martin (“Scoop”)|Martin

Jackson, Henry Rootes|Henry Jackson

Jackson, John|John Robert Jackson

Jackson, John|John St. John

Jackson, Robert|John Robert Jackson

Jackson, Robert|Robert E. Jackson

Jackson, Robert|Robert Jackson

Jackson, Robert|Robert Jackson

Jackson, Robert H.|Robert Jackson

Jackson, Robert H.|Robert Jackson

Jackson, Robert Porter|Robert Jackson

Jackson, Robert Porter|Robert Jackson

Jackson, Robert Porter|Robert Porter

Jacob, Charles D.|Charles

Jacob, Ian|Hans S'jacob

Jacobs, Martin|Martin

Jacobsen, Jake|Jackie Jacobson

Jacobson, David C.|David Jacobson

Jacobson, Roberta S.|Robert E. Jackson

Jacobson, Roberta S.|Robert Jackson

Jacobson, Roberta S.|Robert Jackson

Jagan, Cheddi B.|Cheddi Jagan

Jagoda, Barry|Harry Jago

James, Charles A.|Charles James

James, Charles A.|Charles

Jani|Jani Toivola

Jarman, John|John Jarman

Jarman, John|John St. John

Jarman, Pete|Petre Roman

Jarvis, Thomas Jordan|Thomas Jarvis

Jawara, Dawda Kairaba|Dawda Jawara

Jay, John|John St. John

Jean|Alfredo Oscar Saint Jean

Jean|Bernard Jean

Jean|Brian Jean

Jean|Jean Adrien Bigonnet

Jean|Jean Alingué Bawoyeu

Jean|Jean Auclair

Jean|Jean Augustine

Jean|Jean Auroux

Jean|Jean Baptista Von Schweitzer

Jean|Jean Baptiste Gay

Jean|Jean Baptiste Louis Isambert

Jean|Jean Bardet

Jean|Jean Berthoin

Jean|Jean Bizet

Jean|Jean Boucher

Jean|Jean Boyer

Jean|Jean Capelle

Jean|Jean Carnahan

Jean|Jean Chamant

Jean|Jean Chrétien Baud

Jean|Jean Cloutier

Jean|Jean Cluzel

Jean|Jean Corston

Jean|Jean Crowder

Jean|Jean Cruppi

Jean|Jean De Broglie

Jean|Jean De Gaulle

Jean|Jean Desessard

Jean|Jean Doré

Jean|Jean Dorion

Jean|Jean Drapeau

Jean|Jean Eyeghé Ndong

Jean|Jean F. Dubé

Jean|Jean Farmer Butterfield

Jean|Jean Faure

Jean|Jean Filippi

Jean|Jean François Poncet

Jean|Jean Garchery

Jean|Jean Gauvin

Jean|Jean George Robichaud

Jean|Jean Germain

Jean|Jean Godden

Jean|Jean Grellier

Jean|Jean Grenet

Jean|Jean Gustave Stanislas Bevers

Jean|Jean Hay

Jean|Jean Hearn

Jean|Jean Hennessy

Jean|Jean Hundertmark

Jean|Jean Jacques Rambonnet

Jean|Jean Jaurès

Jean|Jean Jenkins

Jean|Jean Kambanda

Jean|Jean Konan Banny

Jean|Jean Lambert

Jean|Jean Landry

Jean|Jean Lapierre

Jean|Jean Laurain

Jean|Jean Le Mercier

Jean|Jean Leonetti

Jean|Jean Leroux

Jean|Jean Lesage

Jean|Jean Louis Masson

Jean|Jean Marc Chaput

Jean|Jean Marchand

Jean|Jean Marsaudon

Jean|Jean Masson

Jean|Jean Mclean

Jean|Jean Melzer

Jean|Jean Michel

Jean|Jean Michel Camille Malfroy

Jean|Jean Monestime

Jean|Jean Moore

Jean|Jean Moreau

Jean|Jean Nayrou

Jean|Jean Nguza Karl I Bond

Jean|Jean Perrault

Jean|Jean Pigott

Jean|Jean Poirier

Jean|Jean Puech

Jean|Jean R. Preston

Jean|Jean Roatta

Jean|Jean Robert Beaulé

Jean|Jean Robinson

Jean|Jean Rottner

Jean|Jean Rousseau

Jean|Jean Roy

Jean|Jean Royer

Jean|Jean Saint Josse

Jean|Jean Sauvagnargues

Jean|Jean Schmidt

Jean|Jean Taittinger

Jean|Jean Tiberi

Jean|Jean Ueberschlag

Jean|Jean Valz

Jean|Jean Baptiste Azéma

Jean|Jean Baptiste Bagaza

Jean|Jean Baptiste Bienvenu Martin

Jean|Jean Baptiste Blanchet

Jean|Jean Baptiste Boffinton

Jean|Jean Baptiste Charles Matthieu
